Version,File Name,SIZE_LOC,NOM,AVG_METHOD_SIZE,CYCLO_COMPLEXITY,FAN_OUT,NR,NFIX,NAUTH,LOC_ADDED,MAX_LOC_ADDED,CHURN,MAX_CHURN,MAX_CHANGE_SET_SIZE,AVG_MODIFIED_DIRS,AGE_SINCE_LAST_CHANGE,OWNERSHIP_RATIO,NSMELLS,SMELL_DENSITY,SAME_DIRECTORY_CHANGE_RATIO,AGE,Buggy
1,console/src/main/java/org/apache/syncope/console/commons/StatusBean.java,59,7,8.428571,3,0,15,1,3,169,35,279,41,1524,31.200000,110,0.800000,0,0,0.000000,823,no
1,console/src/main/java/org/apache/syncope/console/commons/StatusUtils.java,184,7,26.285714,33,8,4,0,2,241,195,298,195,1524,73.250000,110,0.750000,0,0,0.000000,166,no
1,console/src/main/java/org/apache/syncope/console/markup/html/CrontabContainer.java,183,12,15.250000,28,2,3,0,1,279,226,375,226,1524,74.000000,110,1.000000,0,0,0.000000,165,no
1,console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java,119,4,29.750000,9,6,17,1,3,360,167,601,167,1524,33.176471,110,0.647059,0,0,0.000000,383,no
1,console/src/main/java/org/apache/syncope/console/pages/AbstractSchemaModalPage.java,50,2,25.000000,3,3,7,1,3,77,47,104,47,1524,57.428571,110,0.571429,0,0,0.000000,453,no
1,console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java,211,13,16.230769,26,10,12,2,3,411,235,611,235,1524,40.500000,110,0.500000,0,0,0.000000,283,no
1,console/src/main/java/org/apache/syncope/console/pages/BasePage.java,221,18,12.277778,9,6,31,3,4,529,114,837,119,1524,18.935484,11,0.774194,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/Configuration.java,705,60,11.750000,14,18,43,3,4,1822,350,2939,442,1524,18.953488,34,0.790698,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/ConfigurationModalPage.java,116,5,23.200000,9,4,17,1,3,255,105,394,105,1524,33.882353,110,0.647059,0,0,0.000000,678,no
1,console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java,443,25,17.720000,33,14,45,1,4,1471,253,2499,315,1524,18.644444,69,0.844444,0,0,0.000000,759,no
1,console/src/main/java/org/apache/syncope/console/pages/DerivedSchemaModalPage.java,119,5,23.800000,8,5,21,1,3,342,121,565,121,1524,24.285714,110,0.761905,0,0,0.000000,759,no
1,console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java,311,21,14.809524,20,5,28,3,3,733,251,1155,279,1524,21.964286,7,0.750000,0,0,0.000000,732,no
1,console/src/main/java/org/apache/syncope/console/pages/Login.java,272,18,15.111111,9,4,31,4,4,841,141,1410,169,1524,19.870968,46,0.774194,0,0,0.000000,783,no
1,console/src/main/java/org/apache/syncope/console/pages/Logout.java,48,1,48.000000,3,2,9,3,4,81,25,114,25,1524,38.555556,46,0.444444,0,0,0.000000,782,no
1,console/src/main/java/org/apache/syncope/console/pages/MembershipModalPage.java,96,4,24.000000,3,5,29,2,3,1294,413,2492,499,1524,20.413793,96,0.827586,0,0,0.034483,732,no
1,console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java,259,11,23.545455,18,12,9,3,4,332,156,405,156,1524,52.111111,68,0.444444,0,0,0.000000,273,no
1,console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java,206,10,20.600000,32,13,9,1,4,335,247,464,247,1524,47.666667,97,0.444444,0,0,0.111111,283,no
1,console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java,574,59,9.728814,25,16,6,2,2,758,453,942,453,1524,41.500000,17,0.666667,0,0,0.166667,165,no
1,console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java,348,17,20.470588,45,17,3,0,1,417,348,486,348,1524,72.000000,110,1.000000,0,0,0.000000,153,no
1,console/src/main/java/org/apache/syncope/console/pages/Reports.java,495,43,11.511628,25,13,12,2,4,592,285,689,286,1524,37.333333,7,0.416667,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java,165,7,23.571429,10,7,55,2,4,2800,374,5435,917,1524,17.654545,17,0.890909,0,0,0.000000,753,no
1,console/src/main/java/org/apache/syncope/console/pages/Resources.java,506,47,10.765957,5,10,37,1,4,1263,328,2020,360,1524,19.135135,110,0.864865,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,121,4,30.250000,9,5,45,1,3,2391,437,4661,840,1524,15.955556,110,0.911111,0,0,0.000000,732,no
1,console/src/main/java/org/apache/syncope/console/pages/Roles.java,96,3,32.000000,5,2,22,1,3,489,252,882,254,1524,21.681818,110,0.818182,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/Schema.java,856,34,25.176471,17,13,43,1,3,4661,753,8466,1750,1524,16.720930,110,0.883721,0,0,0.000000,777,no
1,console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java,301,15,20.066667,22,9,30,1,5,759,162,1217,167,1524,20.266667,97,0.766667,0,0,0.000000,759,no
1,console/src/main/java/org/apache/syncope/console/pages/StatusModalPage.java,114,7,16.285714,6,4,7,1,3,369,301,624,301,1524,56.428571,110,0.428571,0,0,0.000000,192,no
1,console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java,235,16,14.687500,8,13,31,1,4,845,301,1455,301,1524,21.774194,110,0.774194,0,0,0.000000,648,no
1,console/src/main/java/org/apache/syncope/console/pages/Todo.java,483,41,11.780488,11,14,10,2,3,853,334,1223,395,1524,47.500000,110,0.500000,0,0,0.000000,283,no
1,console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java,216,9,24.000000,9,8,60,2,4,4477,703,8738,1371,1524,14.466667,109,0.900000,0,0,0.000000,732,no
1,console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java,138,7,19.714286,19,6,7,2,3,192,118,246,118,1524,57.142857,110,0.714286,0,0,0.000000,178,no
1,console/src/main/java/org/apache/syncope/console/pages/Users.java,154,12,12.833333,7,4,75,2,4,4558,539,8962,1788,1524,13.693333,90,0.933333,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/VirtualSchemaModalPage.java,114,5,22.800000,8,5,11,1,3,187,106,260,106,1524,40.909091,110,0.545455,0,0,0.000000,453,no
1,console/src/main/java/org/apache/syncope/console/pages/WelcomePage.java,45,1,45.000000,3,2,21,2,4,242,96,439,106,1524,23.333333,46,0.761905,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,268,11,24.363636,34,17,19,2,5,690,329,1112,329,1524,29.578947,95,0.578947,0,0,0.000000,368,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java,237,16,14.812500,7,12,41,2,5,1121,151,2005,281,1524,16.487805,90,0.853659,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java,334,27,12.370370,11,14,12,1,4,566,350,798,350,1524,38.250000,110,0.583333,0,0,0.000000,334,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,263,21,12.523810,16,13,16,2,4,566,309,869,309,1524,33.687500,104,0.562500,0,0,0.062500,340,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java,249,16,15.562500,7,12,42,2,5,1113,151,1977,281,1524,16.261905,7,0.833333,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java,305,11,27.727273,25,12,8,2,4,461,371,617,371,1524,51.750000,20,0.500000,0,0,0.000000,178,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,235,13,18.076923,9,10,7,2,4,389,270,543,270,1524,57.285714,17,0.571429,0,0,0.000000,178,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,195,10,19.500000,14,5,9,1,3,332,217,469,217,1524,52.000000,110,0.444444,0,0,0.000000,292,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java,70,3,23.333333,4,4,7,1,4,126,63,182,63,1524,54.857143,94,0.428571,0,0,0.142857,368,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResultSetPanel.java,555,40,13.875000,29,18,18,4,4,1048,555,1541,555,1524,29.444444,7,0.611111,0,0,0.000000,276,yes
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleAttributesPanel.java,110,2,55.000000,3,5,7,1,3,174,135,238,135,1524,59.000000,110,0.571429,0,0,0.000000,269,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,194,12,16.166667,9,6,9,1,3,303,217,412,217,1524,51.222222,110,0.444444,0,0,0.000000,292,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSummaryPanel.java,140,7,20.000000,11,3,7,1,3,220,160,300,160,1524,57.142857,110,0.428571,0,0,0.000000,269,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleTabPanel.java,100,4,25.000000,4,5,6,1,3,138,103,176,103,1524,66.166667,110,0.500000,0,0,0.000000,269,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RolesPanel.java,187,17,11.000000,6,7,11,1,3,334,187,481,187,1524,41.727273,110,0.636364,0,0,0.000000,368,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java,274,20,13.700000,7,12,45,2,5,1238,151,2202,281,1524,16.733333,90,0.844444,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java,174,6,29.000000,11,4,5,1,3,485,376,796,376,1524,75.600000,110,0.600000,0,0,0.000000,178,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java,295,24,12.291667,7,13,45,2,5,1290,151,2285,281,1524,16.444444,90,0.866667,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/UserManagementResultPanel.java,357,17,21.000000,29,7,3,0,1,433,388,509,388,1524,94.000000,110,1.000000,0,0,0.000000,166,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,609,49,12.428571,57,13,75,2,4,5027,539,9445,1788,1524,13.386667,46,0.920000,0,0,0.013333,784,no
1,console/src/main/java/org/apache/syncope/console/rest/AbstractBaseRestClient.java,34,0,34.000000,3,0,20,2,4,239,42,444,60,1524,24.500000,46,0.750000,0,0,0.000000,823,no
1,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,201,15,13.400000,18,6,27,3,5,452,93,703,93,1524,22.962963,20,0.629630,0,0,0.000000,759,no
1,console/src/main/java/org/apache/syncope/console/rest/ExecutionRestClient.java,31,0,31.000000,4,1,13,1,3,87,15,143,27,1524,33.615385,110,0.692308,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/rest/InvalidPolicyType.java,31,2,15.500000,3,0,12,1,3,79,15,127,27,1524,34.166667,110,0.750000,0,0,0.000000,784,no
1,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/UserAttrColumn.java,93,2,46.500000,13,1,7,1,3,137,86,181,86,1524,57.857143,110,0.428571,0,0,0.000000,270,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLink.java,43,0,43.000000,3,0,19,1,3,158,35,273,35,1524,26.947368,110,0.789474,0,0,0.000000,823,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxCheckBoxPanel.java,94,8,11.750000,10,0,14,1,4,213,56,332,56,1524,34.000000,94,0.571429,0,0,0.000000,732,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java,79,7,11.285714,6,0,17,1,3,254,64,429,80,1524,31.176471,110,0.647059,0,0,0.000000,732,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateFieldPanel.java,139,9,15.444444,17,1,11,2,5,284,201,429,201,1524,39.454545,94,0.363636,0,0,0.090909,340,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateTextFieldPanel.java,88,7,12.571429,5,0,10,2,5,255,201,422,201,1524,43.100000,95,0.400000,0,0,0.100000,340,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateTimeFieldPanel.java,215,17,12.647059,19,1,12,2,5,458,324,701,324,1524,39.666667,95,0.416667,0,0,0.083333,340,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/FieldPanel.java,214,23,9.304348,14,0,12,1,3,281,213,348,213,1524,37.666667,110,0.583333,0,0,0.000000,340,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SelectableRecorder.java,202,10,20.200000,27,0,3,0,1,206,203,210,203,1524,72.000000,110,1.000000,0,0,0.000000,153,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeActionLinkPanel.java,149,11,13.545455,7,7,19,1,3,425,105,701,202,1524,27.105263,110,0.789474,0,0,0.000000,732,no
1,console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeRolePanel.java,107,6,17.833333,5,4,6,1,3,142,106,177,106,1524,62.333333,110,0.500000,0,0,0.000000,269,no
1,core/src/main/java/org/apache/syncope/core/audit/AuditManager.java,67,2,33.500000,10,2,5,0,1,109,74,151,74,1524,48.800000,110,1.000000,0,0,0.000000,145,no
1,core/src/main/java/org/apache/syncope/core/connid/SLF4JLogger.java,112,2,56.000000,20,0,8,1,3,135,113,158,113,1524,60.625000,110,0.500000,0,0,0.000000,690,no
1,core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java,66,2,33.000000,7,1,8,2,4,118,54,170,54,1524,54.250000,110,0.500000,0,0,0.000000,297,no
1,core/src/main/java/org/apache/syncope/core/init/ConnInstanceLoader.java,155,12,12.916667,9,8,34,2,4,624,142,1093,152,1524,26.911765,20,0.794118,0,0,0.000000,699,no
1,core/src/main/java/org/apache/syncope/core/init/ContentLoader.java,192,3,64.000000,28,2,36,4,6,483,92,774,104,1524,18.166667,94,0.694444,0,0,0.027778,780,no
1,core/src/main/java/org/apache/syncope/core/init/ImplementationClassNamesLoader.java,123,3,41.000000,23,6,2,0,1,130,123,137,123,1524,72.000000,110,1.000000,0,0,0.000000,131,no
1,core/src/main/java/org/apache/syncope/core/init/JobInstanceLoader.java,224,15,14.933333,22,13,18,1,4,441,148,658,148,1524,31.833333,32,0.555556,0,0,0.000000,376,no
1,core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java,72,3,24.000000,3,0,11,1,3,100,54,128,54,1524,44.454545,110,0.454545,0,0,0.000000,439,no
1,core/src/main/java/org/apache/syncope/core/notification/NotificationManager.java,275,10,27.500000,26,21,18,10,4,427,208,579,208,1524,27.666667,7,0.500000,0,0,0.000000,273,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractAttrValue.java,164,13,12.615385,19,1,32,1,3,393,88,622,94,1524,21.375000,110,0.875000,0,0,0.000000,812,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractBaseBean.java,135,12,11.250000,12,1,28,1,3,277,35,419,48,1524,23.214286,110,0.857143,0,0,0.000000,823,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractDerSchema.java,72,9,8.000000,3,1,13,1,3,138,61,204,61,1524,36.461538,110,0.769231,0,0,0.000000,780,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractSchema.java,242,25,9.680000,15,4,50,1,4,796,126,1350,144,1524,18.700000,109,0.900000,0,0,0.000000,810,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirSchema.java,58,7,8.285714,3,1,13,1,3,135,61,212,61,1524,38.307692,110,0.692308,0,0,0.000000,780,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/ConnInstance.java,183,21,8.714286,11,3,41,1,3,570,82,957,106,1524,21.536585,26,0.829268,0,0,0.000000,788,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/ExternalResource.java,356,41,8.682927,19,6,57,1,4,808,132,1260,132,1524,21.526316,26,0.859649,0,0,0.000000,768,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/Report.java,145,14,10.357143,17,2,9,3,3,211,137,277,137,1524,47.888889,110,0.666667,0,0,0.000000,178,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/SyncTask.java,152,18,8.444444,4,4,19,1,4,260,121,368,121,1524,32.894737,95,0.684211,0,0,0.000000,384,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/membership/Membership.java,208,26,8.000000,15,7,25,1,4,334,148,460,148,1524,26.560000,97,0.800000,0,0,0.000000,747,no
1,core/src/main/java/org/apache/syncope/core/persistence/beans/user/SyncopeUser.java,573,54,10.611111,53,9,65,2,5,1145,144,1717,144,1524,18.846154,47,0.846154,0,0,0.000000,777,no
1,core/src/main/java/org/apache/syncope/core/persistence/dao/RoleDAO.java,53,0,53.000000,3,5,26,3,3,144,35,235,35,1524,22.692308,98,0.769231,0,0,0.000000,823,no
1,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/ConfDAOImpl.java,75,5,15.000000,7,3,21,1,3,178,58,281,58,1524,27.476190,110,0.809524,0,0,0.000000,812,no
1,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/ResourceDAOImpl.java,170,10,17.000000,15,12,36,1,3,469,96,768,96,1524,24.000000,110,0.888889,0,0,0.000000,768,no
1,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/RoleDAOImpl.java,200,14,14.285714,15,8,40,3,3,529,77,858,97,1524,20.125000,98,0.850000,0,0,0.000000,812,no
1,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/UserDAOImpl.java,524,26,20.153846,62,16,24,2,6,766,256,1008,262,1524,29.291667,94,0.708333,0,0,0.000000,567,no
1,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/UserSearchDAOImpl.java,549,24,22.875000,88,13,44,4,6,1315,356,2081,358,1524,18.431818,53,0.795455,0,0,0.000000,823,no
1,core/src/main/java/org/apache/syncope/core/persistence/openjpa/JBossPersistenceMappingFactory.java,318,2,159.000000,71,0,1,0,1,318,318,318,318,6,5.000000,24,1.000000,0,0,0.000000,24,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AbstractValidator.java,31,0,31.000000,3,0,20,1,3,242,42,453,60,1524,24.300000,110,0.800000,0,0,0.000000,823,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AttrValidator.java,63,4,15.750000,10,2,9,1,3,111,60,159,60,1524,46.888889,110,0.555556,0,0,0.000000,619,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AttrValueValidator.java,90,2,45.000000,15,4,9,1,3,136,66,182,66,1524,50.444444,110,0.555556,0,0,0.000000,619,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/EntitlementValidator.java,63,2,31.500000,6,2,7,1,3,104,51,145,51,1524,58.857143,110,0.428571,0,0,0.000000,619,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ExternalResourceValidator.java,61,2,30.500000,8,3,9,1,3,103,51,145,51,1524,48.666667,110,0.555556,0,0,0.000000,619,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/NotificationValidator.java,64,2,32.000000,8,2,6,2,3,96,63,128,63,1524,63.833333,68,0.500000,0,0,0.000000,280,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PolicyValidator.java,111,2,55.500000,23,9,12,1,4,227,77,343,77,1524,43.166667,94,0.583333,0,0,0.000000,353,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PropagationTaskValidator.java,72,2,36.000000,13,5,12,1,3,137,51,202,51,1524,40.000000,110,0.666667,0,0,0.000000,619,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ReportValidator.java,71,2,35.500000,7,3,10,1,3,186,87,301,87,1524,47.100000,110,0.500000,0,0,0.000000,384,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchedTaskValidator.java,71,2,35.500000,10,3,12,1,6,163,87,255,87,1524,40.250000,95,0.416667,0,0,0.000000,384,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchemaMappingValidator.java,75,2,37.500000,13,4,10,2,4,136,63,197,63,1524,45.600000,110,0.400000,0,0,0.000000,332,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchemaValidator.java,75,2,37.500000,10,3,9,1,3,133,51,191,56,1524,48.111111,110,0.555556,0,0,0.000000,619,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncTaskValidator.java,86,3,28.666667,11,3,9,1,5,122,65,158,65,1524,47.111111,96,0.333333,0,0,0.000000,378,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncopeUserValidator.java,179,4,44.750000,18,13,10,1,4,273,196,367,196,1524,45.900000,110,0.500000,0,0,0.000000,290,no
1,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/USchemaValidator.java,79,2,39.500000,9,4,5,1,3,111,85,143,85,1524,78.000000,110,0.600000,0,0,0.000000,290,no
1,core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java,135,3,45.000000,27,9,9,2,4,196,139,257,139,1524,49.777778,110,0.333333,0,0,0.000000,283,no
1,core/src/main/java/org/apache/syncope/core/policy/PolicyEnforcer.java,36,0,36.000000,3,2,8,1,3,122,85,208,85,1524,56.375000,110,0.500000,0,0,0.000000,353,no
1,core/src/main/java/org/apache/syncope/core/policy/PolicyEvaluator.java,122,3,40.666667,25,7,13,1,4,223,71,324,71,1524,37.307692,94,0.538462,0,0,0.076923,353,no
1,core/src/main/java/org/apache/syncope/core/propagation/ConnectorFacadeProxy.java,565,21,26.904762,91,10,49,4,6,1256,232,1947,232,1524,18.775510,24,0.673469,0,0,0.000000,696,no
